scope,instance,part,active_v15_15,element_types,element_count,node_count,internal_connected_components,global_bbox,coordinate_coincident_nodes_to_geology,assembly_shared_nodes,assembly_shared_faces,topology_check,classification,source_evidence,resolution
assembly_instance,V15_4_POWERHOUSE_UNIT_03_I,V15_4_POWERHOUSE_UNIT_03,NO,C3D8R,9434,13656,10,"-30.000000,26.500000;-68.700000,-42.050000;3029.700000,3081.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_POWERHOUSE_UNIT_04_I,V15_4_POWERHOUSE_UNIT_04,NO,C3D8R,9434,13656,10,"-30.000000,26.500000;-42.050000,-15.400000;3029.700000,3081.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_POWERHOUSE_INSTALLATION_BAY_I,V15_4_POWERHOUSE_INSTALLATION_BAY,NO,C3D8R,3462,4500,2,"-64.000000,-7.500000;-156.000000,-122.000000;3056.465000,3079.000000",2,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_TAILWATER_CHANNEL_I,V15_4_TAILWATER_CHANNEL,NO,C3D8R,1798,3780,1,"26.500000,180.500000;-87.000000,-15.400000;3036.100000,3053.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_TAILWATER_RIVERBED_I,V15_4_TAILWATER_RIVERBED,NO,C3D8R,702,1520,1,"26.500000,180.500000;-87.000000,-15.400000;3032.100000,3052.200000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_TAILWATER_LEFT_RETAINING_WALL_I,V15_4_TAILWATER_LEFT_RETAINING_WALL,NO,C3D8R,1694,2808,1,"26.500000,180.500000;-92.500000,-88.500000;3036.100000,3058.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_TAILWATER_DOWNSTREAM_RIVERBED_I,V15_4_TAILWATER_DOWNSTREAM_RIVERBED,NO,C3D8R,360,800,1,"180.500000,300.500000;-87.000000,-15.400000;3045.000000,3056.200000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_SPILLWAY_INTERMEDIATE_PIER_01_I,V15_4_SPILLWAY_INTERMEDIATE_PIER_01,NO,C3D8R,960,1360,1,"-20.000000,10.000000;13.850000,16.850000;3047.500000,3079.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_SPILLWAY_INTERMEDIATE_PIER_02_I,V15_4_SPILLWAY_INTERMEDIATE_PIER_02,NO,C3D8R,720,1088,1,"-20.000000,10.000000;23.850000,26.850000;3047.500000,3079.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_SPILLWAY_INTERMEDIATE_PIER_03_I,V15_4_SPILLWAY_INTERMEDIATE_PIER_03,NO,C3D8R,720,1088,1,"-20.000000,10.000000;33.850000,36.850000;3047.500000,3079.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_SPILLWAY_INTERMEDIATE_PIER_04_I,V15_4_SPILLWAY_INTERMEDIATE_PIER_04,NO,C3D8R,720,1088,1,"-20.000000,10.000000;43.850000,46.850000;3047.500000,3079.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_SPILLWAY_INTERMEDIATE_PIER_05_I,V15_4_SPILLWAY_INTERMEDIATE_PIER_05,NO,C3D8R,720,1088,1,"-20.000000,10.000000;53.850000,56.850000;3047.500000,3079.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_SPILLWAY_INTERMEDIATE_PIER_06_I,V15_4_SPILLWAY_INTERMEDIATE_PIER_06,NO,C3D8R,720,1088,1,"-20.000000,10.000000;63.850000,66.850000;3047.500000,3079.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_SPILLWAY_INTERMEDIATE_PIER_07_I,V15_4_SPILLWAY_INTERMEDIATE_PIER_07,NO,C3D8R,720,1088,1,"-20.000000,10.000000;73.850000,76.850000;3047.500000,3079.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_SPILLWAY_LEFT_ABUTMENT_I,V15_4_SPILLWAY_LEFT_ABUTMENT,NO,C3D8R,1280,1683,1,"-35.000000,-20.000000;-2.900000,6.850000;3047.500000,3079.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_SPILLWAY_RIGHT_ABUTMENT_I,V15_4_SPILLWAY_RIGHT_ABUTMENT,NO,C3D8R,2240,2805,1,"10.000000,38.000000;83.850000,93.600000;3047.500000,3079.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_SPILLWAY_LINTEL_01_I,V15_4_SPILLWAY_LINTEL_01,NO,C3D8R,1260,1664,1,"-20.000000,10.000000;6.850000,13.850000;3055.230000,3079.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_SPILLWAY_LINTEL_02_I,V15_4_SPILLWAY_LINTEL_02,NO,C3D8R,1260,1664,1,"-20.000000,10.000000;16.850000,23.850000;3055.230000,3079.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_SPILLWAY_LINTEL_03_I,V15_4_SPILLWAY_LINTEL_03,NO,C3D8R,1260,1664,1,"-20.000000,10.000000;26.850000,33.850000;3055.230000,3079.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_SPILLWAY_LINTEL_04_I,V15_4_SPILLWAY_LINTEL_04,NO,C3D8R,1260,1664,1,"-20.000000,10.000000;36.850000,43.850000;3055.230000,3079.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_SPILLWAY_LINTEL_05_I,V15_4_SPILLWAY_LINTEL_05,NO,C3D8R,1260,1664,1,"-20.000000,10.000000;46.850000,53.850000;3055.230000,3079.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_SPILLWAY_LINTEL_06_I,V15_4_SPILLWAY_LINTEL_06,NO,C3D8R,1260,1664,1,"-20.000000,10.000000;56.850000,63.850000;3055.230000,3079.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_SPILLWAY_LINTEL_07_I,V15_4_SPILLWAY_LINTEL_07,NO,C3D8R,1260,1664,1,"-20.000000,10.000000;66.850000,73.850000;3055.230000,3079.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_SPILLWAY_LINTEL_08_I,V15_4_SPILLWAY_LINTEL_08,NO,C3D8R,1260,1664,1,"-20.000000,10.000000;76.850000,83.850000;3055.230000,3079.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_SPILLWAY_CHUTE_SLAB_I,V15_4_SPILLWAY_CHUTE_SLAB,NO,C3D8R,2730,3600,1,"10.000000,38.000000;-2.900000,93.600000;3045.000000,3047.500000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_SPILLWAY_STILLING_BASIN_I,V15_4_SPILLWAY_STILLING_BASIN,NO,C3D8R,8385,10560,1,"38.000000,145.000000;-2.900000,93.600000;3045.000000,3047.500000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_SPILLWAY_DOWNSTREAM_PROTECTION_I,V15_4_SPILLWAY_DOWNSTREAM_PROTECTION,NO,C3D8R,9360,11480,1,"145.000000,245.000000;-2.900000,93.600000;3037.000000,3043.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_ECO_RELEASE_BASE_I,V15_4_ECO_RELEASE_BASE,NO,C3D8R,1820,2352,1,"-35.000000,-5.000000;-15.400000,-2.900000;3051.500000,3058.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_ECO_RELEASE_LEFT_I,V15_4_ECO_RELEASE_LEFT_PIER,NO,C3D8R,2520,3234,1,"-35.000000,-5.000000;-15.400000,-12.400000;3058.000000,3079.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_ECO_RELEASE_CENTRAL_I,V15_4_ECO_RELEASE_CENTRAL_PIER,NO,C3D8R,2100,2772,1,"-35.000000,-5.000000;-9.900000,-7.400000;3058.000000,3079.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_ECO_RELEASE_RIGHT_I,V15_4_ECO_RELEASE_RIGHT_PIER,NO,C3D8R,2100,2772,1,"-35.000000,-5.000000;-4.900000,-2.900000;3058.000000,3079.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_ECO_RELEASE_LINTEL_01_I,V15_4_ECO_RELEASE_LINTEL_01,NO,C3D8R,1600,2142,1,"-35.000000,-5.000000;-12.400000,-9.900000;3063.000000,3079.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_ECO_RELEASE_LINTEL_02_I,V15_4_ECO_RELEASE_LINTEL_02,NO,C3D8R,1600,2142,1,"-35.000000,-5.000000;-7.400000,-4.900000;3063.000000,3079.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_ECO_RELEASE_TOP_CAP_I,V15_4_ECO_RELEASE_TOP_CAP,NO,C3D8R,572,840,1,"-35.000000,-19.000000;-15.400000,-2.900000;3077.000000,3079.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_ECO_RELEASE_APPROACH_SLAB_I,V15_4_ECO_RELEASE_APPROACH_SLAB,NO,C3D8R,2080,2646,1,"-5.000000,25.000000;-15.400000,-2.900000;3050.000000,3058.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_ECO_RELEASE_OUTLET_SLAB_I,V15_4_ECO_RELEASE_OUTLET_SLAB,NO,C3D8R,338,588,1,"25.000000,38.000000;-15.400000,-2.900000;3050.000000,3051.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_ECO_RELEASE_LINK_TO_BASIN_I,V15_4_ECO_RELEASE_LINK_TO_BASIN,NO,C3D8R,260,462,1,"25.000000,38.000000;-2.900000,6.850000;3049.000000,3050.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_LEFT_BANK_SUBDAM_I,V15_4_LEFT_BANK_SUBDAM,NO,C3D8R,2280,3160,1,"-70.850000,-56.000000;-245.700000,-156.000000;3059.000000,3079.000000",2,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_FISHWAY_I,V15_4_FISHWAY,NO,C3D8R,4164,13916,4,"-68.850000,441.250000;-641.243956,-58.873690;3053.000000,3076.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_FISHWAY_OUTLET_CHAMBER_I,V15_4_FISHWAY_OUTLET_CHAMBER,NO,C3D8R,400,777,1,"-52.850000,-48.850000;-503.678956,-483.678956;3072.000000,3078.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_FISHWAY_UPSTREAM_OUTLET_I,V15_4_FISHWAY_UPSTREAM_OUTLET,NO,C3D8R,760,1170,1,"-52.850000,-48.850000;-678.813956,-641.243956;3074.000000,3079.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_POWERHOUSE_SEDIMENT_FLUSHING_OUTLET_01_I,V15_4_POWERHOUSE_SEDIMENT_FLUSHING_OUTLET_01,NO,C3D8R,1760,2574,1,"-30.000000,24.000000;-96.600000,-94.100000;3037.000000,3046.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_4_POWERHOUSE_SEDIMENT_FLUSHING_OUTLET_02_I,V15_4_POWERHOUSE_SEDIMENT_FLUSHING_OUTLET_02,NO,C3D8R,1760,2574,1,"-30.000000,24.000000;-43.300000,-40.800000;3037.000000,3046.000000",0,0,0,SOURCE_CAUSED_DISCONNECTED_REGION,EXCLUDED_NONHYDRAULIC_STRUCTURAL_DOMAIN,V15.13 S00 input + CAE structure audit + transformed mesh scan,Excluded from V15.15 S00 active Assembly; part definition and geometry remain preserved.
assembly_instance,V15_7_FOUNDATION_GEOLOGY_I,V15_7_FOUNDATION_GEOLOGY,YES,"C3D8P,C3D8R",591321,643209,1,"-600.000000,900.000000;-1000.000000,850.000000;2600.000000,3426.400000",643209,0,0,PASS_BASELINE_TOPOLOGY: hanging=0; nonconforming=0; duplicates=0; overlap=0,ACTIVE_HYDRAULIC_FOUNDATION_WITH_STRUCTURAL_ROCK,V15.13 S00 input + CAE structure audit + transformed mesh scan,Retained actual geology mesh and all 36 material/section assignments; only this porous-containing instance is active in S00.
