legacy_part_name,v15_7_node_count,v15_7_element_count,reason_excluded,status
LEFT_L11_Q2FGL_IV,1071,640,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
LEFT_L12_Q2FGL_III,1071,640,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
LEFT_L13_Q2FGL_II,1071,640,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
LEFT_L14_Q2FGL_I,1785,1280,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
LEFT_P2_QUARTZ_SANDSTONE,504,300,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
LEFT_SUBDAM,180,96,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
P25_SOLID_CUTOFF_WALL_F13,2250,1036,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
POWERHOUSE_INSTALLATION_BAY,45,16,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
POWERHOUSE_UNIT_01,105,48,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
POWERHOUSE_UNIT_02,105,48,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
POWERHOUSE_UNIT_03,105,48,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
POWERHOUSE_UNIT_04,105,48,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIGHT_BX01,18,4,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIGHT_BX02,18,4,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIGHT_BX03,18,4,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIGHT_CURTAIN_GROUTING_ZONE,84,30,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIGHT_FRESH_GRANITE,1008,700,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIGHT_HIGH_TERRACE_COVER,168,60,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIGHT_Q4_COLLUVIAL,336,140,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIGHT_R04_Q3AL_V,504,280,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIGHT_ROCK_DEEP_UNLOADED,840,560,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIGHT_ROCK_STRONG_UNLOADED,504,280,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIGHT_ROCK_WEAK_UNLOADED,336,140,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIVER_FRESH_GRANITE,567,320,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIVER_R02_Q4AL_SGR2,378,160,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIVER_R05_Q3AL_IV2,378,160,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIVER_R06_Q3AL_IV1,567,320,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIVER_R07_Q3AL_III,378,160,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIVER_R08_Q3AL_II,378,160,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIVER_R09_Q3AL_I,378,160,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIVER_R10_Q2FGL_V,567,320,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIVER_R11_Q2FGL_IV,567,320,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIVER_R12_Q2FGL_III,567,320,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIVER_R13_Q2FGL_II,567,320,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIVER_R14_Q2FGL_I,756,480,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIVER_ROCK_DEEP_UNLOADED,567,320,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIVER_ROCK_STRONG_UNLOADED,567,320,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
RIVER_ROCK_WEAK_UNLOADED,567,320,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
SPILLWAY_BAY_01,40,12,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
SPILLWAY_BAY_02,40,12,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
SPILLWAY_BAY_03,40,12,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
SPILLWAY_BAY_04,40,12,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
SPILLWAY_BAY_05,40,12,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
SPILLWAY_BAY_06,40,12,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
SPILLWAY_BAY_07,40,12,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
SPILLWAY_BAY_08,40,12,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
SPILLWAY_LEFT_WALL,30,8,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
SPILLWAY_RIGHT_WALL,30,8,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
SPILLWAY_STILLING_BASIN,72,25,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
TAILWATER_CHANNEL,84,30,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V12_UPSTREAM_GEOMEMBRANE,198,80,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_3_BOOLEAN_CUT_LEFT_L01_Q4DEL,967,502,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_3_BOOLEAN_CUT_LEFT_L03_Q4AL_SGR1,568,235,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_3_BOOLEAN_CUT_LEFT_L05_Q3AL_IV2,676,283,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_3_BOOLEAN_CUT_LEFT_L06_Q3AL_IV1,1012,567,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_3_BOOLEAN_CUT_LEFT_L07_Q3AL_III,714,318,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_3_BOOLEAN_CUT_LEFT_L08_Q3AL_II,714,319,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_3_BOOLEAN_CUT_LEFT_P2_QUARTZ_SANDSTONE,504,296,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_4_ORPHAN_MESH_EXCAVATION_RESULT_V15_3_BOOLEAN_CUT_LEFT_L01_Q4DEL,966,492,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_4_ORPHAN_MESH_EXCAVATION_RESULT_V15_3_BOOLEAN_CUT_LEFT_L03_Q4AL_SGR1,568,234,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_4_ORPHAN_MESH_EXCAVATION_RESULT_V15_3_BOOLEAN_CUT_LEFT_L06_Q3AL_IV1,1006,555,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_5_REFINED_LEFT_L01_Q4DEL_I,4036,2641,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_5_REFINED_LEFT_L03_Q4AL_SGR1_I,2171,1235,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_5_REFINED_LEFT_L05_Q3AL_IV2_I,2779,1613,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_5_REFINED_LEFT_L06_Q3AL_IV1_I,4470,3103,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_5_REFINED_LEFT_L07_Q3AL_III_I,1995,1144,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_5_REFINED_LEFT_L08_Q3AL_II_I,1559,837,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_5_REFINED_LEFT_L09_Q3AL_I_I,1255,642,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_5_REFINED_LEFT_L10_Q2FGL_V_I,1315,773,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_5_REFINED_RIGHT_ROCK_DEEP_UNLOADED_I,887,581,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_5_REFINED_RIGHT_ROCK_WEAK_UNLOADED_I,383,161,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_5_REFINED_RIVER_R02_Q4AL_SGR2_I,915,496,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_5_REFINED_RIVER_R05_Q3AL_IV2_I,915,496,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_5_REFINED_RIVER_R06_Q3AL_IV1_I,1483,992,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_5_REFINED_RIVER_R07_Q3AL_III_I,915,496,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_5_REFINED_RIVER_R08_Q3AL_II_I,915,496,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_5_REFINED_RIVER_R09_Q3AL_I_I,915,496,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_5_REFINED_RIVER_R10_Q2FGL_V_I,1442,957,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_5_REFINED_RIVER_R11_Q2FGL_IV_I,1391,915,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_5_REFINED_RIVER_R12_Q2FGL_III_I,1292,831,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_5_REFINED_RIVER_R13_Q2FGL_II_I,1108,691,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_5_REFINED_RIVER_R14_Q2FGL_I_I,1294,858,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
V15_5_REFINED_RIVER_ROCK_STRONG_UNLOADED_I,662,369,uninstantiated legacy/provenance part; excluded from clean V15.8 model,DOCUMENTED
